sentence,relation,head,head_offset,tail,tail_offset
四斑尾龟甲属于鞘翅目,目,四斑尾龟甲,0,鞘翅目,7
《有一种力量叫傻瓜》唱片正式版封面设计以质感外盒包装，封面带着“坚毅的眼神、放松的姿态、手拿音乐的吉它象征”，内容除了于湉的5首原创歌曲，特别收录傻瓜派于湉侧脸歌词写真小海报，并为歌迷们准备了迎接2015年独家献礼12张全彩写真傻瓜年历5,歌手,有一种力量叫傻瓜,1,于湉,59
此专辑共收录了十首歌：《深秋的黎明》《我用深情与你相约》《我爱ichiban》《爱的任性》《莎哟娜啦》《偷走我的爱》《给你一生用不完的爱》《探探我的忧郁》《留给我一盏灯火》《谁领我的心靠岸》。整张专辑围绕着失恋后背负着郁闷的心情，也许这就是藏在黎明内心深处的心情吧,歌手,黎明,15,我用深情与你相约,19
至理名言歌手郑秀文，收录专辑去爱吧，出版时间2000年,歌手,至理名言,0,郑秀文,6
正蚓（lumbricus terrestris linnaeus 1758）是环节动物门（annelida）、寡毛纲（oligochaeta）、后孔寡毛目（opisthopora）、正蚓科（lumbricidae）、正蚓属的一种,目,正蚓,0,后孔寡毛目,72
爱新觉罗·雅图，其母为皇太极孝庄文皇后博尔济吉特氏布木布泰，与皇太极的九子福临、五女阿图、七女同母,母亲,爱新觉罗·雅图,0,孝庄文皇后博尔济吉特氏布木布泰,14
《从哲学到宗教学》是由宗教文化出版社出版的图书，作者是吕大吉,出版社,从哲学到宗教学,1,宗教文化出版社,11
《淮阴侯韩信》是郭宝昌执导的历史题材电视剧，张丰毅、石维坚、施京明饰领衔主演,主演,淮阴侯韩信,1,石维坚,26
胡泽勇，男，汉族，籍贯山西省五台县，1965年9月15日出生于甘肃省兰州市,民族,胡泽勇,0,汉族,6
小窗凹缘虫戚（学名：emarginula genestrella），是原始腹足目裂螺科边罅螺属的一种,目,小窗凹缘虫戚,0,原始腹足目,35
《形式语言，自动机理论与计算导论》是2012年2月1日由电子工业出版社出版的图书，作者是卡马拉(kamala krithivasan)、拉玛(rama r)，译者是孟宇龙、李健利、王宇华,出版社,形式语言，自动机理论与计算导论,1,电子工业出版社,28
《想明白了再结婚》是由北京博纳中天国际文化传播有限公司、大唐辉煌传媒有限公司等联合出品的都市爱情剧，该剧由尹涛执导、马广源、李奕达编剧，佟大为、王丽坤、邓家佳、刘莉莉、赵志刚、雷诺儿、李光复等出演,主演,想明白了再结婚,1,刘莉莉,80
《内科治疗矛盾》是1995年上海科技教育出版社出版的图书，作者是杨秉辉，张希德,出版社,内科治疗矛盾,1,上海科技教育出版社,14
又随着学校更名为天津商业大学，于2007年，管理学院与旅游管理学院合并更名为现在的名称——天津商业大学商学院,成立日期,2007年,16,天津商业大学商学院,45
小周后的漂亮众所周知，她姐姐还没死，李煜就和她有了肌肤之亲，并且还写了香艳的词作，传遍大江南北,丈夫,小周后,0,李煜,18
”（《毛泽东文集》第6卷，人民出版社1999年6月版，第231页） 以过渡时期的社会主要矛盾的认识为依据，1952年党中央制定了过渡时期的总路线， 成功地指引全国在1956年基本上完成社会主义改造,出版社,毛泽东文集,3,人民出版社,13
《猫头鹰王国》是扎克·施奈德执导的冒险动画片,导演,猫头鹰王国,1,扎克·施奈德,8
火焰铅笔，学名红带铅笔鱼（nannostomus mortenthaleri），为脂鲤目，脂鲤亚目，短嘴脂鲤科（鳉脂鲤科），翘嘴脂鲤亚科，铅笔鱼属一种淡水鱼类,目,火焰铅笔,0,脂鲤目,41
《蜜糖果树》是曹方作词、作曲并演唱的一首歌曲，收录于其2012年发行的ep《浅彩虹》中,歌手,蜜糖果树,1,曹方,7
人民军队忠于党由著名军旅作曲家肖民与词作者张永枚合作完成的军队队列歌曲，创作于1960年,作词,人民军队忠于党,0,张永枚,21
郑锡丰，1985年12月27日出生于福建省漳州市漳浦县赤土乡乌兜村，2008年7月毕业于福建商业高等专科学校,出生日期,郑锡丰,0,1985年12月27日,4
洛羽是秋风瑟所著17k小说网连载的架空历史小说,连载网站,洛羽,0,17k小说网,8
总面积105公顷的绿堤公园2008年在北京卢沟桥畔的永定河地区开建，北京市丰台区举行的绿化工作新闻发布会,占地面积,105公顷,3,绿堤公园,9
《爱丽丝旅馆》是2014年浙江文艺出版社出版的图书，作者是小川洋子,出版社,爱丽丝旅馆,1,浙江文艺出版社,13
中国人民解放军251医院军医  代慧珍，女，中国人民解放军251医院军医  年毕业于河北医科大学，2004年获得第四军医大学口腔医学硕士学位,毕业院校,代慧珍,16,河北医科大学,42
《龙玄大陆》是连载于17k小说网的网络小说，作者是圣者无痕,连载网站,龙玄大陆,1,17k小说网,10
《远情》是电视剧《乔家大院》的主题曲，由易茗作词，赵季平作曲，谭晶演唱，收录于谭晶2006年发行的专辑《谭晶影视精选》中,作词,远情,1,易茗,20
之前，小编在《金星秀》看到蒋欣的一期访谈，现在34岁的蒋欣在访谈中被问道《欢乐颂》中最喜欢哪个男演员，蒋欣不假思索说当然是老谭啦，人又好，又多金，又帅，简直无可挑剔,主演,蒋欣,13,欢乐颂,37
2010年，李佳与靳东在拍摄电视剧《青春不言败》时坠入爱河，后来李佳就火速离婚并和靳东闪婚，婚后他们还有了可爱的小宝宝,主演,靳东,9,青春不言败,18
《红楼梦：最新绣像版（上下）》是2010-7-1北京燕山出版社出版的图书，作者是曹雪芹,作者,红楼梦：最新绣像版（上下）,1,曹雪芹,40
李森苗，男，汉族，1964年11月出生，浙江余姚人，1990年9月参加工作，1992年1月加入中国共产党，中央党校大学毕业,国籍,李森苗,0,中国,47
王昀东，男，汉族，1957年8月出生，河北枣强人,民族,王昀东,0,汉族,6
"武汉雪弗莱制冷设备有限公司，成立于2015年，总部位于湖北武汉，是一家集制冷设备销售,制冷工程设计和安装,制冷器材批发的公司",总部地点,武汉雪弗莱制冷设备有限公司,0,湖北武汉,27
《工作狂人》是日本电视台（ntv）制作并播出的11集都市电视剧,出品公司,工作狂人,1,日本电视台,7
穆罕默德·易卜拉欣·沙尔少将（阿拉伯语：اللواء محمد إبراهيم الشعار‎，1950年－）是一名叙利亚军事与政治人物，曾任叙军事警察部队司令，现任叙内政部长,出生日期,穆罕默德·易卜拉欣·沙尔,0,1950年,48
庞维宏，中国国籍，36岁，硕士研究生学历，1998年毕业于天津财经大学会计系注册会计师专业,国籍,庞维宏,0,中国,4
李岳樵，1998年毕业浙江大学，现为浙江地理学会会员和中国教育学会、中国地理学会等国家级学会会员，多家杂志报刊特约撰稿人和多家网站版主，嵊州市第三届教学能手和第九届教坛新秀，嵊州市学科带头人、嵊州市地理学科中心大组成员之一，连续多年担任高三毕业班班主任和地理备课组长，地理教研组长和综合组长，成绩优秀，多次被评为学校和县级先进个人和优秀德育工作者，2009年获得市模范教师称号,毕业院校,李岳樵,0,浙江大学,11
阿克巴尔·玉素甫，男，维吾尔族， 1975年1月出生，(35岁)，新疆额敏人，1996年5月参加工作，大专学历（1995年7月西北民族学院经贸系现代会计专业毕业），现任额敏县纪委监察局副局长,民族,阿克巴尔·玉素甫,0,维吾尔族,11
司马迁所写的《史记·卷九十二·淮阴侯列传第三十二》记载了西汉开国功臣韩信一生的事迹，突出了他的军事才能和累累战功,作者,司马迁,0,史记,7
"戴维斯·贝尔坦斯（davis bertans），1992年11月12日出生于拉脱维亚瓦尔米耶拉（valmiera, latvia），拉脱维亚职业篮球运动员，司职小前锋，效力于nba圣安东尼奥马刺队",出生地,戴维斯·贝尔坦斯,0,拉脱维亚瓦尔米耶拉,38
做女儿的朋友王菲和女儿们的关系，真的非常“铁”，一家三姐们：大姐是女儿窦靖童，二姐是女儿李嫣，三妹儿是王菲,母亲,王菲,6,李嫣,44
《当痞子女爱上黑道少爷》是在小说阅读网上连载的一部热血青春小说，作者是嗜血梦儿,连载网站,当痞子女爱上黑道少爷,1,小说阅读网,14
《樱野3+1电视原声带》收录11首情歌，而「最佳萤幕情侣」的明道及陈乔恩，则情深携手合唱《樱野3+1》的片尾曲「再次相信」，这首歌曲描述恋人有著太多的回忆，这些都发生在那年的仲夏季,歌手,明道,30,再次相信,56
1、《金领手记》　　金领手记　　李国威/浙江人民出版社/xx年9月　　价值指数：★★★★　　必读价值：在充斥着自以为是的“厚黑教程”的职场书籍中，这样一本金领说金领的诚挚小书显得特别友爱,作者,金领手记,3,李国威,16
《临终囧事》是杭州和润影视有限公司和博纳影业集团有限公司联合出品的一部惊悚电影,出品公司,临终囧事,1,博纳影业集团,18
湖北润科建设集团有限公司于2008年06月30日在荆州市工商行政管理局登记成立,成立日期,湖北润科建设集团有限公司,0,2008年06月30日,13
创作背景本专辑为陈奕迅夺得第14届新秀歌唱大赛冠军、加入华星唱片后推出的首张广东专辑，收录了广受欢迎的歌曲《伤信》和第一首派台歌《时代曲》（1996,歌手,陈奕迅,8,伤信,54
"花旗银行（citibank, n.a.）是花旗集团属下的一家零售银行，其主要前身是1812年6月16日成立的“纽约城市银行”（city bank of new york），经过近两个世纪的发展、并购，已成为美国最大的银行，也是一间在全球近五十个国家及地区设有分支机构的国际大银行，总部位于纽约市公园大道399号",总部地点,花旗银行,0,纽约市公园大道399号,144
《品牌先生》是司空雷的2016年专辑，共收录2首歌曲《一生中爱过》《品牌先生》,歌手,司空雷,7,一生中爱过,27
合肥金星房地产开发有限公司成立于2002年3月18日，注册资金5220万，是具有二级资质的房地产开发企业,成立日期,合肥金星房地产开发有限公司,0,2002年3月18日,16
《邪生九瞳》是妖孽磐涅创作的网络小说，发表于17k小说网,作者,邪生九瞳,1,妖孽磐涅,7
《食在凡间》是2006年1月由岳麓书社出版的图书，作者是朱振藩,作者,食在凡间,1,朱振藩,28
2012年12月31日，休·海夫纳迎娶第三任妻子、年仅24岁的英国金发美女模特克丽丝泰尔·哈里斯,妻子,休·海夫纳,12,克丽丝泰尔·哈里斯,39
《公司法学（第二版）》是2003年法律出版社出版的图书，作者是沈贵明,作者,公司法学（第二版）,1,沈贵明,31
"鲍蕾陆毅夫妻二人｜陆毅鲍蕾共同现身活动中, 鲍蕾长发素颜, 网友: 还是这样好",丈夫,鲍蕾,0,陆毅,2
著名经典日剧《29岁的圣诞节》（29歳のクリスマス）由著名女演员山口智子领衔主演，柳叶敏郎、松下由树、仲村亨等人主演，于1994年10月20日～12月22日在日本播出，共10话，最高收视率达26,主演,29岁的圣诞节,7,柳叶敏郎,41
张凯，汉族，毕业于上海交通大学，现为南京信息工程大学教授，曾获得2012全国普通高校信息技术比赛二等奖,民族,张凯,0,汉,3
广州大恒自动化设备有限公司成立于2006年，是一家研发、生产和销售点胶机、灌胶机、配胶机设备，流体控制设备制造供应商及流体控制解决方案企业,成立日期,广州大恒自动化设备有限公司,0,2006年,16
张剑光，祖籍嘉定，上海人,祖籍,张剑光,0,嘉定,6
《青楼大老板》是在17k小说网连载的架空历史小说，作者是好一朵美丽的茉莉花,连载网站,青楼大老板,1,17k小说网,9
宋慈宋慈(1186——1249)，字惠父，汉族，建阳(今属福建南平)人，与理学大师朱熹同乡，祖籍河北邢台市南和县，唐相宋璟后人，生于南宋孝宗淳熙十三年(1186年)，南宋著名法医学家，中外法医界普遍认为是宋慈于公元1235年开创了“法医鉴定学”，因此宋慈被尊为世界法医学鼻祖,出生地,宋慈,0,建阳,24
尽管赵本山在《一代宗师》中戏份并不多，但是王家卫为了精益求精，一些拍好的部分经常推倒重来，赵本山去了剧组10次，就拍了一场戏,导演,《一代宗师》,6,王家卫,21
梵高先生是李志演唱的一首歌，以木吉他的弹奏为主线，一些曲目中贯穿钢琴手风琴萨克斯等器乐，搭配上宁静具有穿透力的嗓音，没有曾经的那份悲伤，多了一种平和安详与顽皮之感,歌手,梵高先生,0,李志,5
